,Название,Год,Топливо,Объем двигателя,Мощность,Коробка передач,Привод,Цвет,Пробег,Руль,Оценка Drom,Цена
1199,Toyota Camry,2014,,2.5,,автомат,,черный,234094.0,левый,8.8,1448000
1200,Honda Freed Spike,2012,бензин,1.5,88.0,вариатор,передний,белый,57894.0,правый,,1124000
1201,Peugeot 4007,2008,бензин,2.4,170.0,вариатор,4WD,голубой,152373.0,левый,8.7,899900
1202,Peugeot 308,2012,бензин,1.6,120.0,АКПП,передний,белый,180639.0,левый,8.4,654900
1203,BMW X3,2020,дизель,3.0,249.0,АКПП,4WD,черный,55500.0,левый,,5100000
1204,Suzuki Jimny Wide,1998,бензин,1.3,85.0,АКПП,4WD,серый,130000.0,правый,7.8,349000
1205,Volkswagen Caddy,2007,бензин,1.6,102.0,механика,передний,серебристый,345000.0,левый,8.4,330000
1206,Volkswagen Multivan,2013,дизель,2.0,140.0,робот,передний,черный,198000.0,левый,8.8,2100000
1207,Volvo XC60,2011,бензин,2.0,203.0,робот,передний,коричневый,198700.0,левый,,960000
1208,Honda Vezel,2015,бензин,1.5,132.0,робот,передний,синий,89000.0,правый,,1670000
1209,Лада Гранта,2012,бензин,1.6,82.0,механика,передний,серебристый,260000.0,левый,8.1,215000
1210,Land Rover Range Rover Sport,2014,дизель,3.0,249.0,АКПП,4WD,,173000.0,левый,,2650000
1211,Renault Megane,2013,бензин,2.0,250.0,механика,передний,черный,160000.0,левый,8.3,1200000
1212,Kia Ceed,2008,бензин,2.0,143.0,АКПП,передний,голубой,224564.0,левый,8.8,570000
1213,Лада 2101,1986,бензин,1.3,64.0,механика,задний,бежевый,100000.0,левый,7.5,60000
1214,Audi RS Q8,2022,бензин,4.0,600.0,АКПП,4WD,серебристый,,левый,,24000000
1215,Audi Q5 Sportback,2022,дизель,2.0,204.0,автомат,4WD,белый,,левый,,8012640
1216,Volvo XC90,2022,бензин,2.0,249.0,АКПП,4WD,черный,,левый,8.9,10000000
1217,Nissan Primera,1998,бензин,1.6,99.0,механика,передний,синий,200000.0,левый,8.2,100000
1218,BMW 5-Series,2019,дизель,2.0,190.0,АКПП,4WD,белый,47350.0,левый,8.9,4690000
1219,Лада Ларгус,2019,бензин,1.6,106.0,механика,передний,белый,85826.0,левый,8.3,798000
1220,Hyundai Santa Fe,2022,бензин,2.5,180.0,АКПП,4WD,черный,3500.0,левый,8.7,4400000
1221,Toyota Probox,2017,бензин,1.5,109.0,вариатор,передний,серебристый,138000.0,правый,8.0,949000
1222,Лада Нива Легенд,2023,бензин,1.7,83.0,механика,4WD,белый,,левый,,920330
1223,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,,левый,8.1,838900
1224,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,,левый,8.1,838900
1225,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,,левый,8.1,838900
1226,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,,левый,8.1,838900
1227,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,,левый,8.1,838900
1228,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,,левый,8.1,838900
1229,Volkswagen Polo,2019,бензин,1.6,110.0,АКПП,передний,,,левый,8.6,1100000
1230,Land Rover Range Rover Sport,2006,бензин,4.4,299.0,АКПП,4WD,серебристый,275000.0,левый,,1000000
1231,Dodge Challenger,2020,бензин,3.6,305.0,АКПП,задний,черный,22000.0,левый,8.8,3200000
1232,Toyota Land Cruiser,2007,дизель,4.5,235.0,АКПП,4WD,,,левый,,2200000
1233,Mercedes-Benz S-Class,2015,бензин,3.0,333.0,АКПП,4WD,,,левый,,2400000
1234,Volkswagen Tiguan,2012,бензин,2.0,170.0,механика,4WD,,182000.0,левый,,930000
1235,Hyundai Getz,2008,бензин,1.4,97.0,АКПП,передний,красный,,левый,8.3,425000
1236,Mercedes-Benz GLE Coupe,2015,бензин,3.0,333.0,АКПП,4WD,красный,,левый,,3400000
1237,Audi A7,2010,бензин,3.0,300.0,робот,4WD,белый,147000.0,левый,,1299000
1238,Kia Optima,2018,бензин,2.0,150.0,АКПП,передний,,116201.0,левый,,1895000
1239,Nissan Qashqai,2019,бензин,2.0,144.0,вариатор,передний,,112370.0,левый,8.6,1770000
1240,Nissan Qashqai,2019,бензин,2.0,144.0,вариатор,передний,,95959.0,левый,8.6,1770000
1241,Hyundai Palisade,2019,дизель,2.2,202.0,АКПП,4WD,белый,90000.0,левый,,4050000
1242,Lexus RX350,2023,бензин,2.4,275.0,АКПП,4WD,серебристый,144.0,левый,,9300000
1243,BMW X5,2017,дизель,3.0,313.0,АКПП,4WD,черный,108577.0,левый,,4795000
1244,Haval F7x,2023,бензин,2.0,190.0,робот,4WD,черный,,левый,,3394980
1245,Haval F7,2023,бензин,2.0,190.0,робот,4WD,,,левый,,3229000
1246,Haval F7x,2023,бензин,2.0,190.0,робот,4WD,,,левый,,3149000
1247,Haval F7x,2023,бензин,2.0,190.0,робот,4WD,,,левый,,3279000
1248,Haval F7,2023,бензин,2.0,190.0,робот,4WD,,,левый,,3229000
1249,Haval F7,2023,бензин,2.0,190.0,робот,4WD,,,левый,,3229000
1250,Haval F7x,2023,бензин,2.0,190.0,робот,4WD,,,левый,,2879000
1251,Audi 80,1993,бензин,2.0,115.0,механика,передний,синий,500000.0,левый,7.9,75000
1252,УАЗ Буханка,2023,бензин,2.7,112.0,механика,,,,левый,,1333000
1253,УАЗ Буханка,2023,бензин,2.7,112.0,механика,,,,левый,,1333000
1254,УАЗ Буханка,2023,бензин,2.7,112.0,механика,,,,левый,,1333000
1255,Volkswagen Atlas,2020,бензин,2.0,235.0,автомат,4WD,черный,26470.0,,,4200000
1256,Hyundai Elantra,2021,бензин,2.0,150.0,АКПП,передний,серый,19131.0,левый,8.6,2548000
1257,Volkswagen Passat,2018,бензин,1.4,150.0,робот,передний,черный,18544.0,левый,8.6,2674000
1258,Hyundai Elantra,2021,бензин,2.0,150.0,АКПП,передний,серый,18610.0,левый,8.6,2394000
1259,Skoda Rapid,2018,бензин,1.6,110.0,АКПП,передний,синий,82574.0,левый,,1498000
1260,Renault Duster,2019,бензин,1.6,114.0,механика,передний,белый,48827.0,левый,8.3,1447000
1261,Renault Logan,2018,бензин,1.6,102.0,АКПП,передний,черный,97891.0,левый,8.0,1097000
1262,Renault Duster,2020,бензин,1.6,114.0,механика,передний,белый,74184.0,левый,8.3,1497000
1263,Volkswagen Jetta,2018,бензин,1.6,110.0,АКПП,передний,белый,68103.0,левый,8.8,1558000
1264,Volkswagen Polo,2018,бензин,1.6,110.0,АКПП,передний,белый,53184.0,левый,8.6,1358000
1265,Volkswagen Polo,2017,бензин,1.6,110.0,АКПП,передний,белый,105387.0,левый,8.6,1238000
1266,Hyundai Solaris,2016,бензин,1.6,123.0,АКПП,передний,бежевый,33502.0,левый,8.8,1267000
1267,Land Rover Discovery,2010,дизель,3.0,245.0,АКПП,4WD,черный,173560.0,левый,8.9,1897000
1268,УАЗ Патриот,2021,бензин,2.7,150.0,АКПП,4WD,черный,10912.0,левый,8.1,2000000
1269,Geely Coolray SX11,2021,бензин,1.5,150.0,робот,передний,серый,19000.0,левый,,2247000
1270,Hyundai Santa Fe,2021,дизель,2.2,199.0,робот,4WD,черный,32100.0,левый,8.7,4197000
1271,Kia K5,2021,бензин,2.5,194.0,АКПП,передний,черный,58500.0,левый,,2517000
1272,Hyundai Creta,2017,бензин,2.0,149.0,АКПП,4WD,черный,112050.0,левый,,1637000
1273,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
1274,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,красный,,левый,,2889900
1275,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
1276,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
1277,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
1278,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
1279,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
1280,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
1281,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,2889900
1282,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
1283,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серый,,левый,,3039900
1284,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
1285,Chery Tiggo 8 Pro Max,2023,бензин,2.0,197.0,робот,4WD,синий,,левый,,3970900
1286,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
1287,Chery Tiggo 4 Pro,2023,бензин,1.5,147.0,вариатор,передний,красный,,левый,,2449900
1288,Chery Tiggo 4 Pro,2023,бензин,1.5,147.0,вариатор,передний,серый,,левый,,2389900
1289,Kia Carnival,2022,дизель,2.2,199.0,АКПП,передний,,,левый,8.6,7035000
1290,Kia Carnival,2022,бензин,3.5,249.0,АКПП,передний,,,левый,8.6,6885000
1291,Kia Sportage,2022,бензин,2.0,150.0,АКПП,4WD,,,левый,8.7,4216000
1292,Kia Sportage,2022,бензин,2.0,150.0,АКПП,4WD,,,левый,8.7,4030000
1293,Kia Sportage,2022,бензин,2.5,190.0,АКПП,4WD,,,левый,8.7,3866000
1294,Mercedes-Benz E-Class,2021,дизель,2.0,194.0,АКПП,4WD,черный,110000.0,левый,8.9,5499000
1295,Hyundai Solaris,2017,бензин,1.6,123.0,АКПП,передний,белый,142515.0,левый,8.8,1066000
1296,Land Rover Freelander,2013,бензин,2.0,240.0,АКПП,4WD,черный,144588.0,левый,8.7,1570000
1297,Mazda Mazda6,2022,бензин,2.0,150.0,АКПП,передний,,,левый,8.9,3654000
1298,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,,,левый,,3884000
1299,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,коричневый,,левый,,3867000
1300,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,,,левый,,3867000
1301,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,черный,,левый,,3867000
1302,Mercedes-Benz GLS-Class,2017,дизель,3.0,249.0,АКПП,4WD,белый,116000.0,левый,,5750000
1303,Mazda Mazda6,2022,бензин,2.5,194.0,АКПП,передний,,,левый,8.9,4473000
1304,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
1305,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
1306,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
1307,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
1308,Geely Atlas Pro,2023,бензин,1.5,177.0,робот,4WD,,,левый,,3673000
1309,Hyundai Solaris,2019,бензин,1.6,123.0,АКПП,передний,белый,82930.0,левый,8.8,1453000
1310,Toyota Camry,2019,бензин,2.5,181.0,АКПП,передний,черный,94806.0,левый,8.8,3098000
1311,Opel Corsa,2010,бензин,1.4,100.0,АКПП,передний,красный,150536.0,левый,8.4,650000
1312,Skoda Octavia,2018,бензин,1.4,150.0,робот,передний,коричневый,72989.0,левый,8.8,1895000
1313,Ford Kuga,2018,бензин,2.5,150.0,АКПП,передний,серый,70970.0,левый,,1774000
1314,Toyota Camry,2020,бензин,2.5,181.0,АКПП,передний,белый,32415.0,левый,8.8,3175000
1315,Kia Rio,2021,бензин,1.6,123.0,АКПП,передний,белый,25938.0,левый,8.7,1875000
1316,Volkswagen Polo,2019,бензин,1.6,110.0,АКПП,передний,белый,58850.0,левый,8.6,1399000
1317,Mercedes-Benz GL-Class,2010,дизель,3.0,224.0,АКПП,4WD,серый,178284.0,левый,,1998000
1318,Mitsubishi Outlander,2019,бензин,2.0,146.0,вариатор,4WD,черный,40325.0,левый,8.8,2499000
1319,Skoda Rapid,2021,бензин,1.4,125.0,робот,передний,красный,27231.0,левый,,1687000
1320,Kia Sorento,2021,дизель,2.2,202.0,робот,4WD,черный,38048.0,левый,8.6,4197000
1321,Hyundai Solaris,2015,бензин,1.6,123.0,АКПП,передний,черный,174369.0,левый,8.8,900000
1322,Kia ProCeed,2014,бензин,1.6,129.0,АКПП,передний,черный,88401.0,левый,8.9,1178000
1323,Toyota Camry,2018,бензин,2.5,181.0,АКПП,передний,синий,55155.0,левый,8.8,2765000
1324,Porsche Cayenne,2019,бензин,3.0,340.0,АКПП,4WD,белый,84491.0,левый,,7334000
1325,Mazda CX-5,2015,бензин,2.5,192.0,АКПП,4WD,коричневый,131487.0,левый,,1999000
1326,Hyundai Creta,2021,бензин,1.6,123.0,АКПП,передний,белый,78000.0,левый,,1799000
1327,УАЗ Патриот,2022,бензин,2.7,150.0,механика,4WD,,,левый,8.1,1596000
1328,Kia Soul,2019,бензин,1.6,123.0,автомат,передний,красный,62362.0,левый,8.8,1839000
1329,Renault Logan,2012,бензин,1.6,84.0,механика,передний,синий,280918.0,левый,8.0,375000
